Timestamp,SensorID,Temperature,Humidity
2024-01-04T05:00:00Z,SENSOR-02,17.42,43.48
2024-01-04T06:00:00Z,SENSOR-03,21.76,65.3
2024-01-04T07:00:00Z,SENSOR-04,19.6,43.21
2024-01-04T08:00:00Z,SENSOR-01,16.42,67.87
2024-01-04T09:00:00Z,SENSOR-02,19.58,84.33
2024-01-04T10:00:00Z,SENSOR-03,32.19,34.25
2024-01-04T11:00:00Z,SENSOR-04,19.76,70.14
2024-01-04T12:00:00Z,SENSOR-01,19.28,37.94
2024-01-04T13:00:00Z,SENSOR-02,33.71,64.26
2024-01-04T14:00:00Z,SENSOR-03,24.45,77.08
2024-01-04T15:00:00Z,SENSOR-04,31.15,41.42
2024-01-04T16:00:00Z,SENSOR-01,16.94,55.86
2024-01-04T17:00:00Z,SENSOR-02,23.47,58.02
2024-01-04T18:00:00Z,SENSOR-03,29.58,70.4
2024-01-04T19:00:00Z,SENSOR-04,34.68,35.91
2024-01-04T20:00:00Z,SENSOR-01,23.05,50.36
2024-01-04T21:00:00Z,SENSOR-02,32.23,44.92
2024-01-04T22:00:00Z,SENSOR-03,18.8,56.92
2024-01-04T23:00:00Z,SENSOR-04,23.44,46.71
2024-01-05T00:00:00Z,SENSOR-01,20.0,85.4
2024-01-05T01:00:00Z,SENSOR-02,23.86,81.68
2024-01-05T02:00:00Z,SENSOR-03,26.01,33.04
2024-01-05T03:00:00Z,SENSOR-04,34.99,80.16
2024-01-05T04:00:00Z,SENSOR-01,34.38,85.58
2024-01-05T05:00:00Z,SENSOR-02,31.97,39.98
2024-01-05T06:00:00Z,SENSOR-03,24.71,42.82
2024-01-05T07:00:00Z,SENSOR-04,23.02,33.52
2024-01-05T08:00:00Z,SENSOR-01,22.58,89.12
2024-01-05T09:00:00Z,SENSOR-02,20.3,77.04
2024-01-05T10:00:00Z,SENSOR-03,24.1,55.38
2024-01-05T11:00:00Z,SENSOR-04,34.15,89.73
2024-01-05T12:00:00Z,SENSOR-01,26.12,73.1
2024-01-05T13:00:00Z,SENSOR-02,18.1,47.8
2024-01-05T14:00:00Z,SENSOR-03,34.37,64.75
2024-01-05T15:00:00Z,SENSOR-04,25.84,74.88
2024-01-05T16:00:00Z,SENSOR-01,16.14,65.05
2024-01-05T17:00:00Z,SENSOR-02,25.06,81.16
2024-01-05T18:00:00Z,SENSOR-03,18.15,87.65
2024-01-05T19:00:00Z,SENSOR-04,16.6,41.15
2024-01-05T20:00:00Z,SENSOR-01,26.9,70.51
2024-01-05T21:00:00Z,SENSOR-02,19.7,37.19
2024-01-05T22:00:00Z,SENSOR-03,32.81,44.77
2024-01-05T23:00:00Z,SENSOR-04,26.89,67.16
2024-01-06T00:00:00Z,SENSOR-01,23.38,65.02
2024-01-06T01:00:00Z,SENSOR-02,25.46,86.08
2024-01-06T02:00:00Z,SENSOR-03,19.09,72.97
2024-01-06T03:00:00Z,SENSOR-04,19.77,53.75
2024-01-06T04:00:00Z,SENSOR-01,28.43,48.0
2024-01-06T05:00:00Z,SENSOR-02,21.32,75.11
2024-01-06T06:00:00Z,SENSOR-03,16.45,57.5
2024-01-06T07:00:00Z,SENSOR-04,34.97,89.77
2024-01-06T08:00:00Z,SENSOR-01,16.47,42.79
2024-01-06T09:00:00Z,SENSOR-02,20.3,86.0
2024-01-06T10:00:00Z,SENSOR-03,32.62,82.76
2024-01-06T11:00:00Z,SENSOR-04,22.39,39.46
2024-01-06T12:00:00Z,SENSOR-01,31.67,72.21
2024-01-06T13:00:00Z,SENSOR-02,27.23,89.23
2024-01-06T14:00:00Z,SENSOR-03,28.08,30.47
2024-01-06T15:00:00Z,SENSOR-04,31.34,47.96
2024-01-06T16:00:00Z,SENSOR-01,28.27,86.34
2024-01-06T17:00:00Z,SENSOR-02,17.69,36.93
2024-01-06T18:00:00Z,SENSOR-03,17.14,63.19
2024-01-06T19:00:00Z,SENSOR-04,20.45,66.29
2024-01-06T20:00:00Z,SENSOR-01,29.35,42.22
2024-01-06T21:00:00Z,SENSOR-02,27.68,45.84
2024-01-06T22:00:00Z,SENSOR-03,24.77,84.32
2024-01-06T23:00:00Z,SENSOR-04,31.92,35.54
2024-01-07T00:00:00Z,SENSOR-01,23.47,46.6
2024-01-07T01:00:00Z,SENSOR-02,15.07,76.27
2024-01-07T02:00:00Z,SENSOR-03,27.74,45.72
2024-01-07T03:00:00Z,SENSOR-04,29.82,63.1
2024-01-07T04:00:00Z,SENSOR-01,23.55,30.58
2024-01-07T05:00:00Z,SENSOR-02,16.5,82.99
2024-01-07T06:00:00Z,SENSOR-03,33.08,62.74
2024-01-07T07:00:00Z,SENSOR-04,31.69,64.95
2024-01-07T08:00:00Z,SENSOR-01,17.96,37.65
2024-01-07T09:00:00Z,SENSOR-02,21.17,83.94
2024-01-07T10:00:00Z,SENSOR-03,30.92,81.64
2024-01-07T11:00:00Z,SENSOR-04,32.98,42.6
2024-01-07T12:00:00Z,SENSOR-01,19.99,36.17
2024-01-07T13:00:00Z,SENSOR-02,30.6,83.05
2024-01-07T14:00:00Z,SENSOR-03,23.13,67.24
2024-01-07T15:00:00Z,SENSOR-04,18.09,85.79
2024-01-07T16:00:00Z,SENSOR-01,32.29,88.57
2024-01-07T17:00:00Z,SENSOR-02,31.22,82.88
2024-01-07T18:00:00Z,SENSOR-03,15.5,74.19
2024-01-07T19:00:00Z,SENSOR-04,21.64,85.85
2024-01-07T20:00:00Z,SENSOR-01,31.04,81.84
2024-01-07T21:00:00Z,SENSOR-02,31.21,46.01
2024-01-07T22:00:00Z,SENSOR-03,30.75,36.49
2024-01-07T23:00:00Z,SENSOR-04,32.44,81.52
2024-01-08T00:00:00Z,SENSOR-01,19.45,79.0
2024-01-08T01:00:00Z,SENSOR-02,24.21,48.31
2024-01-08T02:00:00Z,SENSOR-03,30.91,43.66
2024-01-08T03:00:00Z,SENSOR-04,15.47,41.59
2024-01-08T04:00:00Z,SENSOR-01,21.57,81.86
2024-01-08T05:00:00Z,SENSOR-02,34.34,46.75
2024-01-08T06:00:00Z,SENSOR-03,27.83,53.98
2024-01-08T07:00:00Z,SENSOR-04,34.62,62.17
2024-01-08T08:00:00Z,SENSOR-01,33.78,36.92
2024-01-08T09:00:00Z,SENSOR-02,34.41,40.71
2024-01-08T10:00:00Z,SENSOR-03,34.25,45.93
2024-01-08T11:00:00Z,SENSOR-04,17.17,56.07
2024-01-08T12:00:00Z,SENSOR-01,29.57,48.82
2024-01-08T13:00:00Z,SENSOR-02,27.12,60.69
2024-01-08T14:00:00Z,SENSOR-03,22.7,64.6
2024-01-08T15:00:00Z,SENSOR-04,20.09,72.53
2024-01-08T16:00:00Z,SENSOR-01,15.03,85.53
2024-01-08T17:00:00Z,SENSOR-02,25.77,73.17
2024-01-08T18:00:00Z,SENSOR-03,29.84,70.24
2024-01-08T19:00:00Z,SENSOR-04,22.28,34.2
2024-01-08T20:00:00Z,SENSOR-01,28.28,49.81
2024-01-08T21:00:00Z,SENSOR-02,21.28,80.88
2024-01-08T22:00:00Z,SENSOR-03,29.4,48.02
2024-01-08T23:00:00Z,SENSOR-04,21.19,54.5
2024-01-09T00:00:00Z,SENSOR-01,23.05,47.74
2024-01-09T01:00:00Z,SENSOR-02,17.55,55.23
2024-01-09T02:00:00Z,SENSOR-03,33.81,70.64
2024-01-09T03:00:00Z,SENSOR-04,33.06,66.93
2024-01-09T04:00:00Z,SENSOR-01,21.02,62.88
2024-01-09T05:00:00Z,SENSOR-02,15.01,47.21
2024-01-09T06:00:00Z,SENSOR-03,23.6,64.8
2024-01-09T07:00:00Z,SENSOR-04,28.09,57.9
